selected,research_role,selection_category,material_id,structure_id,identifier,formula,a1_element,a2_element,b1_element,b2_element,a1_oxidation_state,a2_oxidation_state,b1_oxidation_state,b2_oxidation_state,decomposition_energy_per_atom,ensemble_mean,ensemble_std,error,goldschmidt_t,bartel_tau,site_group,magnetic_proxy,data_source
False,,,634d97b7d6d16c71eb0d7829,634d97b6d6d16c71eb0d7828,LaPrCrZnO6,LaPrCrZnO6,La,Pr,Cr,Zn,3.0,4.0,3.0,2.0,0.0405772,0.034811276200000005,0.0062499501133737225,-0.005765923799999996,0.871333,0.959972,A:La-Pr|B:Cr-Zn,magnetic_B_proxy,Multinary_Oxides
False,,,634d97b9d6d16c71eb0d7837,634d97b9d6d16c71eb0d7836,EuZrLiV_O6,EuZrLiVO6,Eu,Zr,Li,V,2.0,4.0,1.0,5.0,0.0774406,0.07447624480000001,0.006088515042857758,-0.0029643551999999906,0.869224,2.65416,A:Eu-Zr|B:Li-V,magnetic_B_proxy,Multinary_Oxides
False,,,634d97ba49b0ce94eb0d9cc4,634d97b949b0ce94eb0d9cc1,InPrAlNiO6,InPrAlNiO6,In,Pr,Al,Ni,3.0,4.0,3.0,2.0,0.109348,0.139712368,0.008500848577899149,0.030364368000000003,0.822176,2.57608,A:In-Pr|B:Al-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d97bad6d16c71eb0d783b,634d97b9d6d16c71eb0d783a,EuTbSbV_O6,EuTbSbVO6,Eu,Tb,Sb,V,2.0,3.0,5.0,2.0,0.116542,0.11532852680000001,0.007019405377921354,-0.0012134731999999954,0.885149,3.55111,A:Eu-Tb|B:Sb-V,magnetic_B_proxy,Multinary_Oxides
False,,,634d97bdd6d16c71eb0d7849,634d97bdd6d16c71eb0d7848,LaTbCoV_O6,LaTbCoVO6,La,Tb,Co,V,3.0,4.0,2.0,3.0,0.0618951,0.06365852899999999,0.00815960328785842,0.00176342899999999,0.851569,1.54565,A:La-Tb|B:Co-V,magnetic_B_proxy,Multinary_Oxides
False,,,634d97c149b0ce94eb0d9cff,634d97c049b0ce94eb0d9cfc,DySrMgMnO6,DySrMgMnO6,Dy,Sr,Mg,Mn,2.0,2.0,2.0,6.0,0.0551621,0.050730034800000004,0.005389341524156609,-0.004432065199999995,1.01711,4.30852,A:Dy-Sr|B:Mg-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,634d97c1d6d16c71eb0d785f,634d97c1d6d16c71eb0d785e,CeNaCrEuO6,CeNaCrEuO6,Ce,Na,Cr,Eu,3.0,1.0,6.0,2.0,0.207795,0.19683520000000002,0.007974880482223548,-0.010959799999999992,0.886689,4.16124,A:Ce-Na|B:Cr-Eu,magnetic_B_proxy,Multinary_Oxides
False,,,634d97c2d6d16c71eb0d7865,634d97c2d6d16c71eb0d7864,NaSmV_Y_O6,NaSmVYO6,Na,Sm,V,Y,1.0,3.0,5.0,3.0,0.141472,0.139492498,0.004502282949423544,-0.001979501999999994,0.905564,4.00875,A:Na-Sm|B:V-Y,magnetic_B_proxy,Multinary_Oxides
False,,,634d97c349b0ce94eb0d9d11,634d97c349b0ce94eb0d9d0f,EuMnSiV_O6,EuMnSiVO6,Eu,Mn,Si,V,2.0,4.0,4.0,2.0,0.155689,0.14865018000000002,0.019240478065410696,-0.007038819999999973,0.829388,3.71661,A:Eu-Mn|B:Si-V,magnetic_B_proxy,Multinary_Oxides
False,,,634d97c349b0ce94eb0d9d13,634d97c349b0ce94eb0d9d10,BaSbDyGeO6,BaSbDyGeO6,Ba,Sb,Dy,Ge,2.0,3.0,3.0,4.0,0.139606,0.170543278,0.0038576232014376406,0.030937277999999985,0.861797,3.96145,A:Ba-Sb|B:Dy-Ge,other_B,Multinary_Oxides
False,,,634d97c5d6d16c71eb0d7883,634d97c5d6d16c71eb0d7882,Ca2NbNdO6,Ca2NbNdO6,Ca,Ca,Nb,Nd,2.0,2.0,5.0,3.0,0.0453371,0.0440459162,0.00976391492460633,-0.001291183799999998,0.87609,4.30996,A:Ca-Ca|B:Nb-Nd,other_B,Multinary_Oxides
False,,,634d97c9d6d16c71eb0d789d,634d97c9d6d16c71eb0d789c,CeSnCrW_O6,CeSnCrWO6,Ce,Sn,Cr,W,3.0,2.0,2.0,5.0,0.216101,0.20668548000000003,0.01632646238959469,-0.009415519999999955,0.886397,3.52739,A:Ce-Sn|B:Cr-W,magnetic_B_proxy,Multinary_Oxides
False,,,634d97cb49b0ce94eb0d9d47,634d97cb49b0ce94eb0d9d44,BaSnCr2O6,BaSnCr2O6,Ba,Sn,Cr,Cr,2.0,2.0,4.0,4.0,0.242453,0.331023294,0.02041287447006251,0.08857029400000002,1.00808,4.00047,A:Ba-Sn|B:Cr-Cr,magnetic_B_proxy,Multinary_Oxides
False,,,634d97ccd6d16c71eb0d78ad,634d97ccd6d16c71eb0d78ac,BaMnAlPrO6,BaMnAlPrO6,Ba,Mn,Al,Pr,2.0,3.0,3.0,4.0,0.328758,0.355121302,0.010778685569607736,0.026363302000000033,0.854104,4.12205,A:Ba-Mn|B:Al-Pr,other_B,Multinary_Oxides
False,,,634d97cd49b0ce94eb0d9d59,634d97cd49b0ce94eb0d9d56,CaLaEuGeO6,CaLaEuGeO6,Ca,La,Eu,Ge,2.0,3.0,3.0,4.0,0.138057,0.13612845199999998,0.0019505561764712165,-0.00192854800000003,0.909303,3.22163,A:Ca-La|B:Eu-Ge,other_B,Multinary_Oxides
False,,,634d97cd49b0ce94eb0d9d5b,634d97cd49b0ce94eb0d9d57,CeNdMgPrO6,CeNdMgPrO6,Ce,Nd,Mg,Pr,4.0,3.0,2.0,3.0,0.155553,0.15802773799999997,0.0016220746729944367,0.0024747379999999763,0.816857,3.76303,A:Ce-Nd|B:Mg-Pr,other_B,Multinary_Oxides
False,,,634d97cfd6d16c71eb0d78bf,634d97cfd6d16c71eb0d78be,CeFeCoNbO6,CeFeCoNbO6,Ce,Fe,Co,Nb,3.0,2.0,2.0,5.0,0.160983,0.17369157600000001,0.006078292927412267,0.012708576000000027,0.854949,4.10271,A:Ce-Fe|B:Co-Nb,magnetic_B_proxy,Multinary_Oxides
False,,,634d97d449b0ce94eb0d9d8a,634d97d449b0ce94eb0d9d87,MnY_AlSeO6,MnYAlSeO6,Mn,Y,Al,Se,2.0,3.0,3.0,4.0,0.203595,0.21088503799999997,0.004810633397435311,0.007290037999999971,0.891489,3.72569,A:Mn-Y|B:Al-Se,other_B,Multinary_Oxides
False,,,634d97d549b0ce94eb0d9d96,634d97d549b0ce94eb0d9d93,EuSmAlTiO6,EuSmAlTiO6,Eu,Sm,Al,Ti,2.0,3.0,3.0,4.0,0.0346824,0.0386810288,0.003962584958108433,0.003998628800000001,0.967336,3.12744,A:Eu-Sm|B:Al-Ti,other_B,Multinary_Oxides
False,,,634d97d8d6d16c71eb0d78f7,634d97d8d6d16c71eb0d78f6,Ca2CeNiO6,Ca2CeNiO6,Ca,Ca,Ce,Ni,2.0,2.0,4.0,4.0,0.097047,0.11101902879999999,0.003882475287181514,0.013972028799999994,0.933722,3.86422,A:Ca-Ca|B:Ce-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d97d9d6d16c71eb0d78fb,634d97d9d6d16c71eb0d78fa,BiCoGaNbO6,BiCoGaNbO6,Bi,Co,Ga,Nb,3.0,2.0,3.0,4.0,0.273903,0.275439564,0.005380373036294055,0.001536564000000018,0.839905,4.46125,A:Bi-Co|B:Ga-Nb,other_B,Multinary_Oxides
False,,,634d97dfd6d16c71eb0d7927,634d97dfd6d16c71eb0d7926,NdSrCoDyO6,NdSrCoDyO6,Nd,Sr,Co,Dy,3.0,2.0,4.0,3.0,0.118804,0.11906635700000001,0.005715412661297518,0.0002623570000000047,0.918472,3.13858,A:Nd-Sr|B:Co-Dy,magnetic_B_proxy,Multinary_Oxides
False,,,634d97e049b0ce94eb0d9ddd,634d97e049b0ce94eb0d9dda,CoNdAlTiO6,CoNdAlTiO6,Co,Nd,Al,Ti,2.0,3.0,3.0,4.0,0.130544,0.1240794472,0.007849476922568106,-0.006464552799999995,0.89196,3.59899,A:Co-Nd|B:Al-Ti,other_B,Multinary_Oxides
False,,,634d97e2d6d16c71eb0d7939,634d97e2d6d16c71eb0d7938,NdZrInNiO6,NdZrInNiO6,Nd,Zr,In,Ni,3.0,4.0,3.0,2.0,0.116566,0.11594417000000001,0.00338846157801,-0.0006218299999999899,0.817541,3.29304,A:Nd-Zr|B:In-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d97e4d6d16c71eb0d7945,634d97e4d6d16c71eb0d7944,K_Y_BiCuO6,KYBiCuO6,K,Y,Bi,Cu,1.0,3.0,5.0,3.0,0.160028,0.169918708,0.0046953691492437515,0.009890707999999998,0.951145,3.82572,A:K-Y|B:Bi-Cu,other_B,Multinary_Oxides
False,,,634d97e6d6d16c71eb0d7953,634d97e6d6d16c71eb0d7952,DyLaMnSeO6,DyLaMnSeO6,Dy,La,Mn,Se,3.0,3.0,2.0,4.0,0.240674,0.256266688,0.006042275294400287,0.015592688000000021,0.897666,2.16792,A:Dy-La|B:Mn-Se,magnetic_B_proxy,Multinary_Oxides
False,,,634d97e749b0ce94eb0d9e14,634d97e749b0ce94eb0d9e11,La2AlGdO6,La2AlGdO6,La,La,Al,Gd,3.0,3.0,3.0,3.0,0.110957,0.10569811840000001,0.0032671592531608876,-0.005258881599999987,0.913463,1.93306,A:La-La|B:Al-Gd,other_B,Multinary_Oxides
False,,,634d97e949b0ce94eb0d9e1f,634d97e849b0ce94eb0d9e1c,DySnFeSbO6,DySnFeSbO6,Dy,Sn,Fe,Sb,2.0,2.0,3.0,5.0,0.159228,0.182384096,0.019074813364707656,0.023156095999999987,0.898524,4.20612,A:Dy-Sn|B:Fe-Sb,magnetic_B_proxy,Multinary_Oxides
False,,,634d97ea49b0ce94eb0d9e25,634d97e949b0ce94eb0d9e22,BaDyTbZrO6,BaDyTbZrO6,Ba,Dy,Tb,Zr,2.0,3.0,3.0,4.0,0.0855303,0.08714089299999998,0.003186251438268803,0.0016105929999999796,0.874215,3.7469,A:Ba-Dy|B:Tb-Zr,other_B,Multinary_Oxides
False,,,634d97ea49b0ce94eb0d9e2c,634d97ea49b0ce94eb0d9e29,CaSmSiW_O6,CaSmSiWO6,Ca,Sm,Si,W,2.0,2.0,4.0,4.0,0.333319,0.34069766800000006,0.00999682439335963,0.007378668000000088,1.00021,4.09646,A:Ca-Sm|B:Si-W,other_B,Multinary_Oxides
False,,,634d97ea49b0ce94eb0d9e2d,634d97ea49b0ce94eb0d9e2a,GdNaNbNiO6,GdNaNbNiO6,Gd,Na,Nb,Ni,3.0,1.0,5.0,3.0,0.13257,0.128213046,0.004589485426742306,-0.004356953999999996,0.927115,4.0117,A:Gd-Na|B:Nb-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d97ecd6d16c71eb0d7981,634d97ecd6d16c71eb0d7980,SmTiGaNiO6,SmTiGaNiO6,Sm,Ti,Ga,Ni,3.0,4.0,3.0,2.0,0.14285,0.137689542,0.00572217282267584,-0.005160458000000007,0.822377,2.69414,A:Sm-Ti|B:Ga-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d97edd6d16c71eb0d7987,634d97edd6d16c71eb0d7986,BaFeCeTiO6,BaFeCeTiO6,Ba,Fe,Ce,Ti,2.0,2.0,4.0,4.0,0.194522,0.230761504,0.015222405576247796,0.036239504000000006,0.881609,4.25626,A:Ba-Fe|B:Ce-Ti,other_B,Multinary_Oxides
False,,,634d97f249b0ce94eb0d9e5d,634d97f149b0ce94eb0d9e5a,LaSrCoSiO6,LaSrCoSiO6,La,Sr,Co,Si,3.0,2.0,3.0,4.0,0.186307,0.18946947399999997,0.00890971527448717,0.0031624739999999707,1.03932,3.31928,A:La-Sr|B:Co-Si,magnetic_B_proxy,Multinary_Oxides
False,,,634d97f2d6d16c71eb0d79ab,634d97f2d6d16c71eb0d79aa,BaSmInNiO6,BaSmInNiO6,Ba,Sm,In,Ni,2.0,3.0,3.0,4.0,0.152729,0.177377878,0.007280837005459613,0.024648877999999985,0.979204,2.89152,A:Ba-Sm|B:In-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d97f449b0ce94eb0d9e68,634d97f349b0ce94eb0d9e65,CaCeCoPrO6,CaCeCoPrO6,Ca,Ce,Co,Pr,2.0,4.0,2.0,4.0,0.179024,0.17160210199999998,0.006361773226948596,-0.00742189800000001,0.849493,3.32354,A:Ca-Ce|B:Co-Pr,magnetic_B_proxy,Multinary_Oxides
False,,,634d97f749b0ce94eb0d9e85,634d97f749b0ce94eb0d9e82,LiNaSeW_O6,LiNaSeWO6,Li,Na,Se,W,1.0,1.0,4.0,6.0,0.185176,0.17390320399999998,0.015028295113733957,-0.01127279600000003,0.926491,4.37588,A:Li-Na|B:Se-W,other_B,Multinary_Oxides
False,,,634d97f9d6d16c71eb0d79d5,634d97f9d6d16c71eb0d79d4,BaSmZr2O6,BaSmZr2O6,Ba,Sm,Zr,Zr,2.0,2.0,4.0,4.0,0.207348,0.215810186,0.018245034179915375,0.008462185999999983,0.955595,3.67316,A:Ba-Sm|B:Zr-Zr,other_B,Multinary_Oxides
False,,,634d97fa49b0ce94eb0d9e97,634d97f949b0ce94eb0d9e94,MnK_PrSiO6,MnKPrSiO6,K,Mn,Pr,Si,1.0,3.0,4.0,4.0,0.366513,0.411936302,0.01743963068008092,0.045423302,0.887812,4.30078,A:K-Mn|B:Pr-Si,other_B,Multinary_Oxides
False,,,634d97fad6d16c71eb0d79db,634d97fad6d16c71eb0d79da,MgSmNi2O6,MgSmNi2O6,Mg,Sm,Ni,Ni,2.0,2.0,4.0,4.0,0.120679,0.1217048252,0.0042018062375462645,0.0010258252000000107,0.942182,4.43848,A:Mg-Sm|B:Ni-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d97fb49b0ce94eb0d9ea3,634d97fb49b0ce94eb0d9ea0,NaSnCrY_O6,NaSnCrYO6,Na,Sn,Cr,Y,1.0,2.0,6.0,3.0,0.200695,0.19593372800000003,0.009418196882618777,-0.004761271999999983,0.912065,4.28569,A:Na-Sn|B:Cr-Y,magnetic_B_proxy,Multinary_Oxides
False,,,634d97fcd6d16c71eb0d79e3,634d97fcd6d16c71eb0d79e2,BaDyNiZrO6,BaDyNiZrO6,Ba,Dy,Ni,Zr,2.0,2.0,4.0,4.0,0.324243,0.323459678,0.006880277761829086,-0.0007833220000000307,0.989949,3.84104,A:Ba-Dy|B:Ni-Zr,magnetic_B_proxy,Multinary_Oxides
False,,,634d97fd49b0ce94eb0d9eb0,634d97fd49b0ce94eb0d9ead,BaEuGaV_O6,BaEuGaVO6,Ba,Eu,Ga,V,2.0,2.0,3.0,5.0,0.131255,0.140679806,0.007532431817585869,0.00942480599999998,1.02852,3.86172,A:Ba-Eu|B:Ga-V,magnetic_B_proxy,Multinary_Oxides
False,,,634d9800d6d16c71eb0d7a01,634d97ffd6d16c71eb0d7a00,EuSnBiFeO6,EuSnBiFeO6,Eu,Sn,Bi,Fe,2.0,2.0,5.0,3.0,0.164397,0.1599955932,0.03599871264895984,-0.0044014067999999795,0.89124,4.1685,A:Eu-Sn|B:Bi-Fe,magnetic_B_proxy,Multinary_Oxides
False,,,634d980749b0ce94eb0d9efe,634d980749b0ce94eb0d9efb,CePrCuMgO6,CePrCuMgO6,Ce,Pr,Cu,Mg,4.0,4.0,2.0,2.0,0.0962562,0.09303346900000001,0.0035261931783358803,-0.0032227309999999926,0.815253,1.57227,A:Ce-Pr|B:Cu-Mg,other_B,Multinary_Oxides
False,,,634d980849b0ce94eb0d9f07,634d980849b0ce94eb0d9f03,CeFeGaSiO6,CeFeGaSiO6,Ce,Fe,Ga,Si,3.0,2.0,3.0,4.0,0.266279,0.245097182,0.01513897172347977,-0.02118181799999999,0.936639,3.45774,A:Ce-Fe|B:Ga-Si,other_B,Multinary_Oxides
False,,,634d980949b0ce94eb0d9f0e,634d980849b0ce94eb0d9f0b,CaPrDyGeO6,CaPrDyGeO6,Ca,Pr,Dy,Ge,2.0,3.0,3.0,4.0,0.0337639,0.0746521438,0.003372014691393296,0.0408882438,0.886634,3.52064,A:Ca-Pr|B:Dy-Ge,other_B,Multinary_Oxides
False,,,634d9809d6d16c71eb0d7a3f,634d9809d6d16c71eb0d7a3e,DyNdInSnO6,DyNdInSnO6,Dy,Nd,In,Sn,2.0,3.0,3.0,4.0,0.178451,0.19856120000000002,0.012545377824210795,0.020110200000000023,0.866989,3.86142,A:Dy-Nd|B:In-Sn,other_B,Multinary_Oxides
False,,,634d980d49b0ce94eb0d9f26,634d980c49b0ce94eb0d9f23,BaSmW_Y_O6,BaSmWYO6,Ba,Sm,W,Y,2.0,2.0,5.0,3.0,0.086507,0.0880203836,0.005137677267527301,0.0015133836000000012,0.937899,3.71642,A:Ba-Sm|B:W-Y,other_B,Multinary_Oxides
False,,,634d980dd6d16c71eb0d7a59,634d980dd6d16c71eb0d7a58,SnTbMnNaO6,SnTbMnNaO6,Sn,Tb,Mn,Na,2.0,3.0,6.0,1.0,0.125403,0.12619022,0.007718426684836748,0.0007872200000000051,0.875424,3.7267,A:Sn-Tb|B:Mn-Na,magnetic_B_proxy,Multinary_Oxides
False,,,634d981049b0ce94eb0d9f38,634d981049b0ce94eb0d9f35,BiK_NbSnO6,BiKNbSnO6,Bi,K,Nb,Sn,3.0,1.0,4.0,4.0,0.196258,0.15127765199999998,0.004043692617876635,-0.044980348,0.951288,3.75418,A:Bi-K|B:Nb-Sn,other_B,Multinary_Oxides
False,,,634d981049b0ce94eb0d9f3d,634d981049b0ce94eb0d9f39,NdZnFeNiO6,NdZnFeNiO6,Nd,Zn,Fe,Ni,2.0,2.0,6.0,2.0,0.0890716,0.08476627099999999,0.007196244089572351,-0.0043053290000000105,0.954783,4.4636,A:Nd-Zn|B:Fe-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d9810d6d16c71eb0d7a6f,634d9810d6d16c71eb0d7a6e,LaPrFeNiO6,LaPrFeNiO6,La,Pr,Fe,Ni,3.0,4.0,3.0,2.0,0.0250788,0.023729711800000004,0.005886665371899758,-0.001349088199999994,0.875547,0.853535,A:La-Pr|B:Fe-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d981149b0ce94eb0d9f43,634d981149b0ce94eb0d9f3f,BaSnMgTbO6,BaSnMgTbO6,Ba,Sn,Mg,Tb,2.0,4.0,2.0,4.0,0.215909,0.221746738,0.006880281788391373,0.005837738000000009,0.862406,2.86779,A:Ba-Sn|B:Mg-Tb,other_B,Multinary_Oxides
False,,,634d981749b0ce94eb0d9f63,634d981649b0ce94eb0d9f60,GdNaGeSiO6,GdNaGeSiO6,Gd,Na,Ge,Si,3.0,1.0,4.0,4.0,0.234032,0.21836070400000002,0.00449368996847023,-0.015671295999999973,1.00417,4.44773,A:Gd-Na|B:Ge-Si,other_B,Multinary_Oxides
False,,,634d981949b0ce94eb0d9f70,634d981849b0ce94eb0d9f6e,SnSrCoV_O6,SnSrCoVO6,Sn,Sr,Co,V,2.0,2.0,3.0,5.0,0.354144,0.3802747,0.017160192247572575,0.026130700000000007,0.964887,3.98272,A:Sn-Sr|B:Co-V,magnetic_B_proxy,Multinary_Oxides
False,,,634d981c49b0ce94eb0d9f88,634d981c49b0ce94eb0d9f86,InK_AlBiO6,InKAlBiO6,In,K,Al,Bi,3.0,1.0,3.0,5.0,0.170536,0.17142483400000003,0.006957899331337724,0.0008888340000000328,0.925541,3.96361,A:In-K|B:Al-Bi,other_B,Multinary_Oxides
False,,,634d981f49b0ce94eb0d9fa8,634d981f49b0ce94eb0d9fa6,BaZrTiZnO6,BaZrTiZnO6,Ba,Zr,Ti,Zn,2.0,4.0,4.0,2.0,0.143606,0.14133942400000002,0.0056196674207847925,-0.0022665759999999924,0.904141,2.07717,A:Ba-Zr|B:Ti-Zn,other_B,Multinary_Oxides
False,,,634d982449b0ce94eb0d9fce,634d982449b0ce94eb0d9fcb,SrZrFeW_O6,SrZrFeWO6,Sr,Zr,Fe,W,2.0,4.0,2.0,4.0,0.134268,0.127773304,0.007224740010936727,-0.006494695999999994,0.855532,3.03155,A:Sr-Zr|B:Fe-W,magnetic_B_proxy,Multinary_Oxides
False,,,634d982549b0ce94eb0d9fd6,634d982549b0ce94eb0d9fd3,BiCaGaW_O6,BiCaGaWO6,Bi,Ca,Ga,W,3.0,2.0,3.0,4.0,0.102464,0.10024528480000001,0.007580977662289029,-0.002218715199999985,0.920279,3.21724,A:Bi-Ca|B:Ga-W,other_B,Multinary_Oxides
False,,,634d982a49b0ce94eb0d9ffe,634d982949b0ce94eb0d9ffc,Sm2NiW_O6,Sm2NiWO6,Sm,Sm,Ni,W,2.0,2.0,2.0,6.0,0.191244,0.17545949200000002,0.006257980828915189,-0.015784507999999975,0.940504,3.88596,A:Sm-Sm|B:Ni-W,magnetic_B_proxy,Multinary_Oxides
False,,,634d982d49b0ce94eb0da018,634d982c49b0ce94eb0da015,BiLaCuTiO6,BiLaCuTiO6,Bi,La,Cu,Ti,5.0,3.0,1.0,3.0,0.0935471,0.0952321962,0.0037648924938684797,0.0016850961999999997,0.820511,1.17014,A:Bi-La|B:Cu-Ti,other_B,Multinary_Oxides
False,,,634d983149b0ce94eb0da03d,634d983149b0ce94eb0da03c,NaY_CoNiO6,NaYCoNiO6,Na,Y,Co,Ni,1.0,3.0,4.0,4.0,0.167188,0.14618761,0.0054891646240206714,-0.021000390000000008,0.977144,4.24298,A:Na-Y|B:Co-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,634d983449b0ce94eb0da04b,634d983449b0ce94eb0da04a,BaCeGdTbO6,BaCeGdTbO6,Ba,Ce,Gd,Tb,2.0,3.0,3.0,4.0,0.0883064,0.084150629,0.003710567486363104,-0.004155770999999989,0.903927,3.26233,A:Ba-Ce|B:Gd-Tb,other_B,Multinary_Oxides
False,,,634d983549b0ce94eb0da04f,634d983549b0ce94eb0da04e,BaGaCoV_O6,BaGaCoVO6,Ba,Ga,Co,V,2.0,3.0,2.0,5.0,0.624092,0.5941664899999999,0.014451495363041137,-0.0299255100000001,0.870685,3.79942,A:Ba-Ga|B:Co-V,magnetic_B_proxy,Multinary_Oxides
False,,,634d983549b0ce94eb0da051,634d983549b0ce94eb0da050,CeNdHfPrO6,CeNdHfPrO6,Ce,Nd,Hf,Pr,3.0,2.0,4.0,3.0,0.149526,0.161964824,0.0063577542143967835,0.012438824000000015,0.86267,4.01717,A:Ce-Nd|B:Hf-Pr,other_B,Multinary_Oxides
False,,,634d983849b0ce94eb0da061,634d983849b0ce94eb0da060,GeNaNiSiO6,GeNaNiSiO6,Ge,Na,Ni,Si,4.0,1.0,3.0,4.0,0.302027,0.29373294800000005,0.020901529610886628,-0.00829405199999994,0.878301,3.90829,A:Ge-Na|B:Ni-Si,magnetic_B_proxy,Multinary_Oxides
False,,,634d983849b0ce94eb0da063,634d983849b0ce94eb0da062,NaV_AlHfO6,NaVAlHfO6,Na,V,Al,Hf,1.0,4.0,3.0,4.0,0.160045,0.158593904,0.00379719150344436,-0.001451095999999985,0.858318,4.03033,A:Na-V|B:Al-Hf,other_B,Multinary_Oxides
False,,,634da0d8d6d16c71eb0d7ac5,634da0d8d6d16c71eb0d7ac1,EuHfCuMgO6,EuHfCuMgO6,Eu,Hf,Cu,Mg,3.0,4.0,3.0,2.0,0.137078,0.139426538,0.004857513656668398,0.0023485379999999834,0.82728,2.37535,A:Eu-Hf|B:Cu-Mg,other_B,Multinary_Oxides
False,,,634da0d9d6d16c71eb0d7ad2,634da0d9d6d16c71eb0d7ace,GdSrSiTiO6,GdSrSiTiO6,Gd,Sr,Si,Ti,3.0,2.0,4.0,3.0,0.167534,0.167220456,0.009259724557055137,-0.00031354399999999893,0.976977,3.22861,A:Gd-Sr|B:Si-Ti,other_B,Multinary_Oxides
False,,,634da0dad6d16c71eb0d7ad7,634da0d9d6d16c71eb0d7ad3,DyLaCoNbO6,DyLaCoNbO6,Dy,La,Co,Nb,2.0,3.0,2.0,5.0,0.177187,0.17789869800000002,0.0025093688057497604,0.0007116980000000106,0.903948,3.31252,A:Dy-La|B:Co-Nb,magnetic_B_proxy,Multinary_Oxides
False,,,634da0ddd6d16c71eb0d7b03,634da0ddd6d16c71eb0d7afd,GdSbAlV_O6,GdSbAlVO6,Gd,Sb,Al,V,3.0,3.0,3.0,3.0,0.144912,0.133990192,0.025040656715771648,-0.010921808000000005,0.830206,3.67702,A:Gd-Sb|B:Al-V,magnetic_B_proxy,Multinary_Oxides
False,,,634da0ddd6d16c71eb0d7b04,634da0ddd6d16c71eb0d7b00,CaEuCrSbO6,CaEuCrSbO6,Ca,Eu,Cr,Sb,2.0,2.0,5.0,3.0,0.158283,0.031117422999999995,0.014022269157201126,-0.127165577,0.958523,3.85588,A:Ca-Eu|B:Cr-Sb,magnetic_B_proxy,Multinary_Oxides
False,,,634da0dfd6d16c71eb0d7b1e,634da0dfd6d16c71eb0d7b1a,LaZrGaMnO6,LaZrGaMnO6,La,Zr,Ga,Mn,3.0,4.0,3.0,2.0,0.0781661,0.0944406566,0.006489773601625472,0.016274556600000004,0.840209,2.04209,A:La-Zr|B:Ga-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,634da0e2d6d16c71eb0d7b46,634da0e2d6d16c71eb0d7b42,GaTbAl2O6,GaTbAl2O6,Ga,Tb,Al,Al,3.0,3.0,3.0,3.0,0.12465,0.130785552,0.008297811731783261,0.0061355520000000024,0.824958,3.80944,A:Ga-Tb|B:Al-Al,other_B,Multinary_Oxides
False,,,634da0e3d6d16c71eb0d7b56,634da0e3d6d16c71eb0d7b51,GdNdMgNbO6,GdNdMgNbO6,Gd,Nd,Mg,Nb,3.0,2.0,2.0,5.0,0.0647856,0.065681352,0.0036975195959075046,0.0008957519999999997,0.893572,3.44513,A:Gd-Nd|B:Mg-Nb,other_B,Multinary_Oxides
False,,,634da0e4d6d16c71eb0d7b5d,634da0e4d6d16c71eb0d7b57,BaCrGaMnO6,BaCrGaMnO6,Ba,Cr,Ga,Mn,2.0,3.0,3.0,4.0,0.605151,0.600147026,0.01123545783488063,-0.005003973999999967,0.899547,3.51356,A:Ba-Cr|B:Ga-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,634da0e5d6d16c71eb0d7b74,634da0e5d6d16c71eb0d7b6f,CaNdLiW_O6,CaNdLiWO6,Ca,Nd,Li,W,2.0,3.0,1.0,6.0,0.0364318,0.013527631600000001,0.001573283537399982,-0.0229041684,0.919579,3.16892,A:Ca-Nd|B:Li-W,other_B,Multinary_Oxides
False,,,634da0e6d6d16c71eb0d7b78,634da0e5d6d16c71eb0d7b76,LiNaBiNbO6,LiNaBiNbO6,Li,Na,Bi,Nb,1.0,1.0,5.0,5.0,0.0702097,0.0788736946,0.008158420365281064,0.008663994600000002,0.860313,4.29489,A:Li-Na|B:Bi-Nb,other_B,Multinary_Oxides
False,,,634da0e6d6d16c71eb0d7b7b,634da0e6d6d16c71eb0d7b77,GdNdFeY_O6,GdNdFeYO6,Gd,Nd,Fe,Y,3.0,2.0,4.0,3.0,0.154578,0.25661849,0.044362584864358394,0.10204048999999998,0.867505,3.85031,A:Gd-Nd|B:Fe-Y,magnetic_B_proxy,Multinary_Oxides
False,,,634da0e7d6d16c71eb0d7b89,634da0e7d6d16c71eb0d7b85,TbY_Ga2O6,TbYGa2O6,Tb,Y,Ga,Ga,3.0,3.0,3.0,3.0,0.0523649,0.0511697802,0.0023762506088719263,-0.0011951197999999982,0.869881,2.6395,A:Tb-Y|B:Ga-Ga,other_B,Multinary_Oxides
